Name,Email,City,Website,Phone,,
Snap Fitness,sodu@snapfitness.com,durham,www.snapfitness.com/sodu,(919) 628-4546,,
The 360¥Ë_¥Ë__¥Ë_¥Ë__ Approach,info@the360approach.com,durham,the360approach.com,(919) 324-0559,,
RT Fitness,support@rtfitness.uk,durham,www.rtfitness.uk,7702015245,,
Tenacious Fitness uk,begoniapacios93@hotmail.com,durham,www.tenaciousfitnessuk.com,7985787522,,
E-Fit4life/ Fitness with Erica Dixon,efitlife@gmail.com,durham,www.e-fit4life.com/,(919) 306-5064,,
Prime Athletic Training & Fitness Institute,info@patfi.com,durham,www.patfi.com,(919) 908-6061,,
Anytime Fitness Durham,durhamnc@anytimefitness.com,durham,anytimefitness.com/gyms/3232,(919) 908-8680,,
Southpoint CrossFit,info@southpointcrossfit.com,durham,www.southpointcrossfit.com,(919) 627-7671,,
Heather Grace ADAPT,heathergrace.adapt@gmail.com,durham,,7723429997,,
DMBC Personal Training And Sports Coaching,drewmatthews48@gmail.com,durham,,7475460378,,
North Durham CrossFit,info@northdurhamcrossfit.com,durham,northdurhamcrossfit.com,(919) 351-9348,,
Ginera Linton-Ozich,ginera@vitalityhealthsolutions.co.nz,durham,www.vitalityhealthsolutions.co.nz/,273318276,,
Dana Hilmer: Life & Executive Coach - Speaker - Trainer,dana@danahilmer.com,durham,www.danahilmer.com,(203) 645-9032,,
SWAT Fit Personal Trainers,info@swatfitpersonaltrainers.com.au,durham,www.swatfitpersonaltrainers.com.au,414155586,,
Michael Simpson - My Size My Shape,michael@drop2dresssizes.com,durham,www.drop2dresssizes.com,7957217027,,
Kay Brote Fitness,kaybrotefitness@gmail.com,durham,www.kaybrotefitness.com/,(603) 395-1702,,
Lancside Athletics,dustin@lancside.com,durham,www.lancside.com,(919) 695-3779,,
Triangle Strength Academy,trianglestrength@gmail.com,durham,www.trianglestrength.com,(828) 228-8447,,
Mr Chris Fairless,mrchrisfairless@gmail.com,durham,www.mrchrisfairless.com,7889834246,,
New Hampshire Goalkeeping Academy,logan@nhkeeperacademy.com,durham,www.nhkeeperacademy.com,(303) 921-1726,,
AM Fitness,amfitness13@gmail.com,durham,amfitness.tv,7720057236,,
George Studd Fitness Training,george.studd@hotmail.co.uk,durham,...,7728354834,,
Triangle Sports Performance Center,phil@trianglesportsperformance.com,durham,www.trianglesportsperformance.com,(919) 360-5059,,
Northern Lights Massage Therapy,kenlm@phonecoop.coop,durham,...,7591468066,,
CT Fitness Coach,andy@ctfitnesscoach.com,durham,www.ctfitnesscoach.com,(860) 349-2202,,
Animal House Fitness & Training GPP Durham,leeannkelso@gmail.com,durham,,(530) 521-5772,,
"Coach William ""Crazy Asian"" Smith",wssmith1991@gmail.com,durham,...,(919) 427-1139,,
Mike Wick Sports & Fitness Training,mikewick.sports_training@yahoo.com,durham,...,(919) 608-5064,,
Garage 33 Fitness,garage33fitness@gmail.com,fayetteville,,(417) 230-9074,,
Carolina Rebels Coach Bennett,contact@360elitebaseballacademy.com,fayetteville,www.360elitebaseballacademy.com,(910) 476-2141,,
Trainer Judy,judy@judycheney.com,fayetteville,trainerjudy.com,(910) 322-3989,,
Spa Fitness & Wellness Center,support@therenaissancedayspa.com,fayetteville,www.thespafitnesscenter.com,(910) 484-2111,,
KW Fitness - Fayetteville Personal Training,info@kwfitness607.com,fayetteville,kwfitness607.com,(607) 372-8952,,
NWA Fit Pros,ddouglas72@gmail.com,fayetteville,www.nwafitpros.com,(479) 871-7264,,
Aragon Health and Fight Team,randallaragon@rocketmail.com,fayetteville,www.advocare.com/,3788224810,,
Southpoint CrossFit,info@southpointcrossfit.com,fayetteville,www.southpointcrossfit.com,(919) 627-7671,,
Triangle Strength Academy,trianglestrength@gmail.com,fayetteville,www.trianglestrength.com,(828) 228-8447,,
Snap Fitness,hopemills@snapfitness.com,fayetteville,www.snapfitness.com/hopemills,(910) 423-7627,,
"""bfit4life""  Personal Training",beckiebell10@att.net,fayetteville,,(770) 363-4816,,
Golds Gym Hope Mills - Personal Trainers,noahj@goldsfitness.com,fayetteville,www.goldsgym.com/hopemillsnc/,(910) 424-0678,,
The SmartBody System,jerrodshaffer@icloud.com,fayetteville,,(479) 926-9569,,
Steel Zone Fitness,steelnise124@gmail.com,fayetteville,,(910) 229-9096,,
"HERculean Fitness, LLC",herculeanfitnessllc@gmail.com,fayetteville,,(719) 375-9304,,
ABSolute and Total Body Fitness,absoluteandtotalbodyfitness@yahoo.com,fayetteville,,(770) 896-5599,,
Flash Fitness NWA,flashfitnessnwa@gmail.com,fayetteville,www.flashfitnessnwa.com,(479) 899-4049,,
Caryn Dayhoff Personal Trainer,ccdfitness@gmail.com,cary,www.ccdfitness.com,(443) 758-3077,,
Cary Raffle Certified Personal Trainer,cary@caryraffle.com,cary,www.caryraffle.com,(917) 603-3813,,
J Edwards - Personal Trainer,james.personaltrainerapex@gmail.com,cary,www.personaltrainerapex.com,(919) 244-1055,,
Koko FitClub Ken Caryl,co.kencaryl@kokofitclub.com,cary,kencaryl.kokofitclub.com/,(303) 993-7261,,
Workout Anytime Cary,cary@workoutanytime.com,cary,workoutanytime.com/cary,(919) 724-4600,,
Koko FitClub - Cary - Tryon,nc.carytryon@kokofitclub.com,cary,kokocary.com/,(919) 851-2721,,
CrossFit Brave,info@crossfitbrave.com,cary,www.crossfitbrave.com,(919) 443-9433,,
Magnus Caris www.magnuscaris.se,magnus.caris@tele2.se,cary,www.magnuscaris.se,705142670,,
PT's Training-Patti Tiernan ACE Certified Trainer/Health Coach,pattitiernan@gmail.com,cary,,(919) 740-6836,,
Tyr Fitness,aaronkline@tyrfitness.com,cary,tyrfitness.com,(260) 388-2555,,
"One 2 One Fitness, Bootcamp and Personal Training",dcmat3@gmail.com,cary,www.One-2-OneFitness.Com,(919) 637-3050,,
Do It Right Sports,pctvtennis@doitrightsports.com,cary,doitrightsports.com/,(919) 522-9463,,
Bodi Revive,info@bodirevive.com,cary,www.bodirevive.com,(919) 297-8108,,
South Cary Fit Body Boot Camp,jake@fitbodysouthcary.com,cary,...,(919) 446-6054,,
Stay Fit 24 Cary IL,sf0928@stayfit24.com,cary,www.stayfit24.com/location/cary/,(847) 462-8086,,
YOUnique Fitness by Sue,sue@youniquefitnessbysue.com,cary,www.YOUniquefitnessbysue.com,(919) 616-4688,,
Veteran Multisport,jmroegge@gmail.com,cary,veteranmultisport.com,(314) 750-3868,,
Jessica Payne -  NSCA Certified Personal Trainer,jessica@616fitness.com,grand rapids,www.616fitness.com,(616) 366-7997,,
Anytime Fitness- Grand Rapids,grapids@anytimefitness.com,grand rapids,...,(218) 326-4446,,
Grand Rapids Fitness,info@getfitgr.com,grand rapids,www.getfitgr.com,(616) 541-5438,,
All Attributes Fitness,getfit@allattributesfitness.com,grand rapids,www.allattributesfitness.com,(616) 773-1991,,
CrossFit Forest Hills,info@crossfitforesthills.com,grand rapids,www.crossfitforesthills.com/,(616) 970-6629,,
Snap Fitness,grandrapidsmi2@snapfitness.com,grand rapids,...,(616) 942-5600,,
i'move Grand Rapids,info@imovedaily.com,grand rapids,imovedaily.com,(616) 551-0078,,
Reinvention Fitness LLC,fitnessreinvention@gmail.com,grand rapids,,616 259-5247  616 236-3130,,
"Benefit Sports Performance, LLC",benefitsportsperformance@gmail.com,grand rapids,www.benefitsportsperformance.com,(616) 450-4226,,
Snap Fitness,grandrapidsmi3@snapfitness.com,grand rapids,...,(616) 361-1600,,
Pilates in East Grand Rapids MI,info@pilatesineast.com,grand rapids,www.pilatesineast.com,(616) 242-9595,,
A1 Sports & Training,aaronharris21@hotmail.com,grand rapids,Goherbalife.com/coachscotty33,(616) 337-8729,,
Taylor Gohn Personal Training,taylorgohn1@gmail.com,grand rapids,www.unrealfitness.us/,(616) 827-7369,,
Full Strength LLC,fullstrengthllc@gmail.com,grand rapids,fullstrengthllc.com,(616) 988-8700,,
Plainfield FitZone for Women,info@fitzonegrandrapids.com,grand rapids,www.fitzonegrandrapids.com,(616) 363-1645,,
Street Fit,christian@streetfitcoaching.com,grand rapids,www.streetfitcoaching.com,(616) 821-4653,,
GRiT Fitness,gritfiness.mi@gmail.com,grand rapids,,(616) 706-4831,,
Great Escape Fitness LLC,info@greatescapefitness.com,grand rapids,www.greatescapefitness.com,(248) 880-4845,,
All-In Fitness,shuperyan279@gmail.com,grand rapids,www.mindbodyonline.com,(616) 901-6026,,
One Stop Fitness,onestopfitnessgr@gmail.com,grand rapids,,(616) 550-3810,,
Kat The One and Only- Personal Trainer,theoneandonlykatpt@gmail.com,grand rapids,...,(616) 427-7076,,
Advanced Health Training LLC,jake@advancedhealthtraining.com,grand rapids,advancedhealthtraining.com/,(616) 690-0172,,
M Power Studio,mpower@mccahillgroup.com,grand rapids,www.mpowerwellnessstudio.com/,(616) 493-0476,,
Koko FitClub of Grand Rapids,mi.cascade@kokofitclub.com,grand rapids,www.kokofitclubmi.com/,(616) 432-3171,,
Spartan Fitness,brendangrubbs@spartanfitnessmn.com,grand rapids,www.spartanfitnessmn.com/,(218) 301-0244,,
Koko FitClub of Grand Rapids,mi.cascade@kokofitclub.com,grand rapids,kokofitclubmi.com,(616) 301-5366,,
Jessica Payne -  NSCA Certified Personal Trainer,jessica@616fitness.com,grand rapids,www.616fitness.com,(616) 366-7997,,
"Maranda Horvath, ACE Certified Health Coach & Fitness Nutrition Specialist",maranda@vitalitybymassage.com,grand rapids,www.vitalitybymassage.com,(616) 295-5880,,
Backcountry Fitness & Conditioning,backcountry4fitness@gmail.com,warren,...,12043835284,,
Silverstone Successful Fitness,silverstonefitness@gmail.com,warren,,434908527,,
Warren Jones: Inspiring fitness personal trainer,warrenjones@inspiring-fitness.co.uk,warren,warrenjones.inspiringfitness.co.uk,7849863905,,
Warren White - Personal Trainer,warren-fitness@live.co.uk,warren,,7850406211,,
Warren Kearney  - Personal Trainer,warrenkearneypt@gmail.com,warren,,273186412,,
Guy Warren Personal Trainer,guy@guywarrenpersonaltrainerbath.co.uk,warren,guywarrenpersonaltrainerbath.co.uk,07809 370667,,
Warren Middleton(Personal Trainer) - Virgin Active Kenilworth,warren.middleton@virgin1on1.co.za,warren,...,082 819 5747 & 021 683 1450,,
"Anytime Fitness, Warren",warrenmi@anytimefitness.com,warren,anytimefitness.com/gyms/2747,(586) 806-2150,,
YMCA Casey ARC,caseyarc@ymca.org.au,warren,www.caseyarc.ymca.org.au/,(03) 9705 5000,,
Warren's Body Shop,wozfromsa@gmail.com,warren,www.warrensbodyshop.co.uk,7540618831,,
Trainer Joe's,info@trainatjoes.com,warren,TrainAtJoes.com,(908) 339-7466,,
Art of Strength New Jersey,lisa@artofstrengthnj.com,warren,www.ArtOfStrengthNJ.com,(908) 546-7676,,
J Cullen Personal Training,jcullfitness@gmail.com,warren,,412287963,,
Weapons 4 Weight Loss,nick@weapons4weightloss.com,warren,,313.686.1989,,
Commit2Fit Training By: Justin Marshall Epps,epps11@yahoo.com,warren,,(940) 567-1295,,
"Fit2Go Pro - Personal Training, Hair Extensions, Spray Tanning",info@fit2gopro.com.au,warren,www.fit2gopro.com.au,0410 469 613,,
The Garage Fitness & Training Facility LLC/Tim Fredenburg,fredenburg13@gmail.com,warren,www.thegaragefitnessgc.com,(734) 658-9372,,
Anytime Fitness Tanning,sheila@aftanning.com,warren,anytimefitness.com/gyms/1448,(216) 941-1100,,
GK Fitness Center,gkfitness.info@gmail.com,warren,gkfitnesscenter.wordpress.com/,9314124644,,
Catalyst Fitness Ltd,info@catalystfitness.co.nz,warren,www.catalystfitness.co.nz/,272239561,,
Samuel Kane,samuel.kane@hotmail.com,warren,,404698761,,
Club Strength AUS,clubstrengthaus@gmail.com,warren,,447231866,,
Allegiance Gym,christopherwiz@yahoo.com,warren,allegiancegym.com/,(248) 425-9717,,
Warren Fitness,ptvaughan@outlook.com,warren,,276656632,,
Brent Peters. Personal Training,bt.peters@outlook.com,warren,,434640065,,
James Warren Fitness Coaching,jameswarrenfitnesscoach@outlook.com,warren,www.facebook.com/jameswarrenPT,487295154,,
"Get In Shape For Women, Warren",farrisfanik@gmail.com,warren,...,(908) 834-8240,,
Gen Fit Personal Training,genfitpt@gmail.com,warren,,438041484,,
Mums Get Fit,katherinesmith@outlook.com,warren,,437982425,,
Be Your Best PT,pgale06@bigpond.com,warren,www.beyourbestpt.com.au,412082974,,
ALMC Fitness,allan@almcfitness.com.au,warren,almcfitness.com.au,0401 624 364,,
Warren Hill Fitness,warren@warrenhillfitness.com,warren,www.warrenhillfitness.com,(323) 515-5253,,
SMW Fitness,smwfitness@yahoo.com.au,warren,www.facebook.com/SMWFITNESS,0408 532 273,,
Bodyworx Pt Narre Warren,info@bodyworxpt.com.au,warren,,+61 437 458 063,,
Vanessa Ker Health & Fitness,vanessaker7@gmail.com,warren,www.vanessaker.com,0431 716 521,,
Goals Over Obstacles,d.wallacept@gmail.com,warren,,(908) 204-8980,,
Coval Fitness,mike@annarbortrainer.com,Ann Arbor,www.annarbortrainer.com,(734) 436-4347,,
Anytime Fitness Ann Arbor Mi,laura@weshapeyou.com,Ann Arbor,anytimefitness.com/gyms/1471,(734) 222-0955,,
Wildly Fit,info@wildly-fit.com,Ann Arbor,www.wildly-fit.com,(734) 585-5745,,
Crossfit Treetown,cftt@crossfittreetown.com,Ann Arbor,crossfittreetown.com,(734) 221-0263,,
Anytime Fitness Ann Arbor Plymouth Rd,annarbormi2@anytimefitness.com,Ann Arbor,...,(734) 418-3338,,
Thrive Fitness,amirrad.thrive@gmail.com,Ann Arbor,Thrivemaf.com,(734) 929-4106,,
The Mix Studios,a2mixstudios@gmail.com,Ann Arbor,Www.the-mix-studios.com,(734) 786-1260,,
Holistic Wellness Trainer,mike@holisticwellnesstrainer.com,Ann Arbor,www.holisticwellnesstrainer.com,(734) 686-7990,,
Forge Fitness - Michigan,forgefitnessmi@gmail.com,Ann Arbor,GoForgeYourself.com,(586) 894-8455,,
Live Well Massage and Fitness,leahlivingwell@gmail.com,Ann Arbor,www.a2massage.com/,(734) 545-8008,,
Och Fitness Center,ochfitnesscenter@umich.edu,Ann Arbor,...,(734) 763-5717,,
MT Fitness,mt_fit@yahoo.com,Ann Arbor,www.marytalieh.com,(734) 678-3422,,
24inspired Fitness,be24inspired@gmail.com,Ann Arbor,www.teespring.com/live-inspired,(734) 999-0388,,
Next Step Fitness by Abdullah,assessmenow@nextstepfitclub.com,lansing,www.nextstepfitclub.com,(989) 502-1515,,
Crossfire Strength & Firearms,bethgretchen@yahoo.com,lansing,www.crossfirestrength.com,(267) 317-6142,,
CrossFit Shift,crossfitshift@yahoo.com,lansing,www.CrossFitShift.com,(517) 977-1000,,
STATE OF FITNESS,membership@mystateoffitness.com,lansing,www.mystateoffitness.com,(517) 708-8828,,
Sanction Fitness lansing,crossfitsanction@yahoo.com,lansing,www.sanctionfitness.wordpress.com,(517) 285-0917,,
"Anytime Fitness East Lansing,MI",eastlansingmi@anytimefitness.com,lansing,anytimefitness.com/gyms/2543,(517) 333-8383,,
Armor Fitness LLC,armorfitnessllc@gmail.com,lansing,,(269) 377-1885,,
Wendy Stoll Personal Training,wstoll@comcast.net,lansing,wendystoll.com,(517) 303-9413,,
Be Balanced,juliedillon2000@aol.com,lansing,bebalancedpilates.com/,(517) 927-8431,,
Hybridfit,hybridfit88@gmail.com,lansing,hybridfit.wordpress.com/,(517) 588-9672,,
FBA Academy,info@d4footballacademy.com,lansing,d4footballacademy.com,(517) 798-6342,,
"Mary Beth Pirich, Certified Personal Trainer",mapirich@hotmail.com,lansing,,(517) 881-3735,,
Jacksonville Fit Body Boot Camp,bootcamp@jaxfitbodybootcamp.com,jacksonville,...,(904) 232-8700,,
Aristotle.M (Personal Trainer/MMA FITness),aristotle.m@live.com,jacksonville,www.wix.com/aristotle7/mmafit,904.472.8283,,
Orangetheory Fitness Jacksonville - Hodges Pointe,studio0152@orangetheoryfitness.com,jacksonville,...,(904) 238-5272,,
Hard Exercise Works,jacksonvillesanmarco@hardexerciseworks.com,jacksonville,www.hardexerciseworks.com,(904) 570-9990,,
Snap Fitness,jacksonvillefl@snapfitness.com,jacksonville,snapfitness.com,(904) 738-8325,,
Anytime Fitness-Jacksonville,jacksonvillear@anytimefitness.com,jacksonville,anytimefitness.com/gyms/1257,(501) 241-0802,,
Workout Anytime Jacksonville North Campus,socialmedia@woajax.com,jacksonville,workoutanytime.com,(904) 764-5800,,
Courts Plus of Jacksonville NC,courtsplus@suddenlinkmail.com,jacksonville,www.courtsplusnb.com/default.aspx,(910) 346-3446,,
Orangetheory Fitness Jacksonville - Mandarin,studio0151@orangetheoryfitness.com,jacksonville,www.orangetheoryfitness.com/,(904) 886-3377,,
Anytime Fitness of Jacksonville,jacksonvilleil@anytimefitness.com,jacksonville,anytimefitness.com/gyms/2224,(217) 479-8000,,
Fitness By Frantz,fitnessbyfrantz@yahoo.com,jacksonville,www.fitnessbyfrantz.com/,(904) 274-0348,,
Snap Fitness,jacksonvilletx@snapfitness.com,jacksonville,...,(903) 284-2290,,
Mind Body Empire,info@mindbodyempire.com,jacksonville,www.mindbodyempire.com/,(904) 600-0678,,
ABsolutions Pilates Studio,kinneyfontecchio@yahoo.com,jacksonville,absolutionspilates.vpweb.com/,(910) 459-3847,,
North Florida Youth Sports,northfloridayouthsports@gmail.com,jacksonville,www.northfloridayouthsports.com,(904) 235-2496,,
St Johns Bluff Fit Body Boot Camp,fbbc@fitbodyjax.com,jacksonville,...,(904) 513-1655,,
Alpha and Omega Personal Fitness Solutions,alphaomegapfs@hotmail.com,jacksonville,,(904) 608-5952,,
Parris Lee ProjectBaby Football,projectbabylee@gmail.com,jacksonville,,(904) 530-4801,,
Coach Delmar,pt@delmarcarey.com,jacksonville,...,(904) 444-0081,,
"Anytime Fitness Beach Blvd, Jacksonville, Fl",jacksonvillefl1@anytimefitness.com,jacksonville,anytimefitness.com/gyms/1319,(904) 807-9800,,
Spring Mill Athletic Club,matt@springmillathleticclub.com,jacksonville,www.springmillathleticclub.com,(215) 328-9400,,
"Burn Boot Camp - Southside JAX, FL",southside@burnbootcamp.com,jacksonville,burnbootcamp.com/Southside-fl/,(704) 575-6537,,
Above Athletic Training,aboveathletictraining@gmail.com,jacksonville,,(904) 236-3572,,
Swint Performance,swintperformance@gmail.com,jacksonville,www.swintperformance.com/,(904) 584-3353,,
Coastal Fitness,coastalfitnessjax@yahoo.com,jacksonville,coastalfitnessjax.com,(904) 372-9263,,
Iron Junkie Training,dan@ironjunkietraining.com,jacksonville,www.ironjunkietraining.com,(903) 284-6173,,
RedZone Training Studio,info@redzonejaxbeach.com,jacksonville,www.redzonejaxbeach.com,(904) 228-8825,,
"Jax Martial Arts by Train4Combat, LLC",info@jaxmartialarts.com,jacksonville,jaxmartialarts.com,(904) 608-6653,,
Burch Sports Performance,info@burchsportsperformance.com,jacksonville,www.burchsports.com,(305) 209-5949,,
Max Fit Consulting,maxfitconsulting@gmail.com,jacksonville,www.maxfitconsulting.com,..,,
Dalton Myers Fitness and Nutrition LLC,daltonwmyers14@gmail.com,jacksonville,,(904) 338-2185,,
Redemption Fitness LLC,redemptfit@gmail.com,jacksonville,...,(904) 962-6100,,
Twisted Steel Fitness,twistedsteelfitness@gmail.com,jacksonville,,(754) 610-9454,,
Strong Will Performance,john@strongwilltraining.com,jacksonville,www.strongwilltraining.com,(407) 431-0728,,
Heather's Real Estate and Fit Tips,heather.vallier@gmail.com,jacksonville,www.hvallier.watsonrealtycorp.com,(904) 899-6443,,
K.O. Fitness,kristen_overstreet@yahoo.com,jacksonville,kofitness.net,(904) 625-7483,,
Personal trainer  Pam Horne,pamhornee@yahoo.com,jacksonville,,(904) 233-5139,,
Hybrid Theory Athletics,info@hybridtheoryathletics.com,jacksonville,www.missinglinkcrossfit.com,(818) 219-5066,,
Getfitwithshawn,getfitwithshawn1@gmail.com,jacksonville,getfitwithshawn.com,(904) 515-3348,,
North Florida Youth Sports Basketball Academy,northfloridayouthsports@gmail.com,jacksonville,northfloridayouthsports.com,(904) 235-2496,,
MAT Motivation and Training,marcytaylor@comcast.net,jacksonville,,(904) 349-1631,,
CrossFit Total Control West,info@crossfitmurk.com,jacksonville,cftotalcontrolwest.com/,(618) 779-1143,,
Try a Fit Life,tryafitlife@gmail.com,jacksonville,...,(904) 891-4151,,
EnJoy Fitness,joy@enjoyfitnessjax.com,jacksonville,www.enjoyfitnessjax.com,(904) 234-7258,,
Coach Osbeck's Baseball Camp,osbeckbaseballcamp@gmail.com,jacksonville,,(904) 612-2263,,
Roper Fitness,roperfitness21@gmail.com,jacksonville,...,6085589083  6082140072,,
Fit Family Coaching,fitfamcoaching@gmail.com,jacksonville,www.fitfamilycoaching.com,(912) 674-4035,,
James Coleman-Life Equipped 360,james.coleman36@gmail.com,jacksonville,...,(904) 379-9480,,
Iron Training MiamiFitness Luisa,miamifitnessconcept2014@gmail.com,miami,,3485516258,,
Orangetheory Fitness South Beach,studio0053@orangetheoryfitness.com,miami,orangetheorysouthbeach.com,(305) 695-0085,,
Breakaway Fitness and Athletics,info@bafitca.com,miami,,(559) 374-5560,,
Iron Tribe Fitness,coralgables@irontribefitness.com,miami,...,(305) 459-1552,,
Jumping Fitness MIAMI,jumpingfitnessmiami@gmail.com,miami,www.jumpingfitnessmiami.com,(305) 408-7269,,
Flow Fitness,carel@flowfitness.co.nz,miami,flowfitness.co.nz,421496422,,
Cruz Country Fitness & Physical Therapy,contactus@cruzcountry.com,miami,www.CruzCountry.com,(305) 741-0560,,
Jpaa_24fit,jpaa_24fit@hotmail.com,miami,jpaa24fit.goherbalife.com/en-us,(786) 281-2420,,
Heartfelt Fitness,pt@heartfeltfitness.com.au,miami,www.heartfeltfitness.com.au,421278935,,
Fusion Fitness,terri.wilkie77@gmail.com,miami,,447304003,,
"Robert Sakz, Fitness Coach",sakzfitness@me.com,miami,www.SakzFitness.com,(305) 788-4048,,
Coach Jorge Plaza,jorge@healthtimeandmoney.com,miami,healthtimeandmoney.com,(718) 577-2065,,
Red Hot Fitness,laura@rhlfitness.com,miami,Laurabwellness.com,(786) 556-5203,,
Erik Spoelstra Basketball Academy,info@coachspoacademy.com,miami,www.coachspoacademy.com,(786) 501-5023,,
T-Nice Best Personal Trainer Miami,tnicetrainer@gmail.com,miami,www.t-nice.com,(305) 610-0778,,
V-Star Miami Badass Personal Trainer,vanessa@empireathleticsmiami.com,miami,www.EmpireAthleticsMiami.com,(305) 801-4846,,
Legacy Fit,info@legacyfit.com,miami,www.LegacyFit.com,(305) 799-0850,,
Olympia Gym,info@olympiagym.com,miami,www.olympiagym.com/,(305) 932-3500,,
VibeClass SoMi,cary@vibeclass.com,miami,www.VibeClass.com,(305) 397-8398,,
Powerumba Fitness,info@powerumba.com,miami,powerumba.com,(305) 956-9100,,
Jumping Fitness Miami Fitness Club Casablanca,jumpingmaroc@gmail.com,miami,miamifitnessclubcasa.ma,522797547,,
CrossFit Kendall,info@cfkendall.com,miami,WWW.CFKENDALL.COM,(786) 309-4235,,
David Barton Gym,miami@dbgym.com,miami,www.davidbartongym.com,(305) 517-3442,,
OM Movement,info@ommovementstudio.com,miami,ommovementstudio.com,(786) 452-8428,,
KO Fitness Inc.- Personal Boxing Training,kofitnessmiami@gmail.com,miami,,(786) 760-4760,,
ERA Fitness,eric@erafitonline.com,miami,www.erafitonline.com,(630) 865-5772,,
Sensory Fitness,experiencesensory@gmail.com,miami,www.experiencesensory.com/,(786) 478-6652,,
Innovative Training Miami,innovativetrainingmiami@gmail.com,miami,,(786) 597-2378,,
CrossFit A1A,crossfita1a@gmail.com,miami,crossfita1a.com,(305) 397-8199,,
South Fl Fitness Bootcamp,info@fitranxsouthflorida.com,miami,SouthFloridaFitnessBootcamp.com,(754) 244-9102,,
Ed's Boot Camp,edsbootcamp@gmail.com,miami,www.kickboxrx.com,(305) 613-9920,,
SolBox FC,solboxfitnessclub@gmail.com,miami,www.solboxfitnessclub.com/,(305) 759-7685,,
Per-Form Studio,sandra@performstudio.com,miami,www.performstudio.com/,(305) 432-9491,,
Synergize Transformation Center: Body and Mind Transformation,zacharymarcy@gmail.com | synergizealexv@gmail.com,miami,www.synergizefit.com,(305) 281-1578,,
Maxxoutfitness,maxxoutfitnessntraining@gmail.com,miami,maxxout.fitness/,(786) 382-3565,,
9Round Kendall,kendall9round@hotmail.com,miami,...,(786) 536-2259,,
Dubail Fitness,dubailfitness@elitemiamipersonaltraining.com,miami,www.DubailFitness.com,(305) 859-2345,,
"Goddess, Pole Dance",m.mercedespinto12@gmail.com,miami,Facebook,(786) 332-9975,,
Slytraining Personal trainer,syelder@hotmail.com,miami,www.slytrainingmiami.com,(310) 401-4766,,
Enhanced Movement,info@enhancedmovement.com,miami,www.enhancedmovement.com,(786) 859-2254,,
Tour Stretch Trainer,info@tourstretchtrainer.com,miami,tourstretchtrainer.com,(215) 280-3567,,
Manduu Downtown Miami SE 2nd Street,downtownmiami@manduu.com,miami,www.manduu.com,(844) 462-6388,,
Limitless Fitness Training,info@limitlessft.com,miami,www.limitlessft.com,(305) 690-7288,,
VibeClass SoBe,sobe@vibeclass.com,miami,www.vibeclass.com,(305) 763-8428,,
Live Free Zone Training,livefreezone@gmail.com,miami,www.livefreezone.com/,(786) 866-6125,,
T¥Ë_¥Ë_mba T¥Ë__ne,rc_designs@hotmail.com,miami,www.tigerdragonmiami.com,(305) 987-9121,,
Legendary Fitness Miami,danny@legendaryfitnessmiami.com,miami,www.legendaryfitnessmiami.net,(786) 257-6140,,
Colosseum Miami,colosseummiami@gmail.com,miami,www.bodiesbybreezy.com,(305) 395-9446,,
CrossFit404,info@crossfit404.com,miami,www.crossfit404.com,(404) 841-0904,,
BODYROX Personal Training,roxanne@bodyroxpt.com.au,miami,www.bodyroxpt.com.au,427785994,,
Velocity Strength & Performance,brian@velocity-sp.com,miami,www.velocity-sp.com,(513) 518-0274,,
Blue Collar Barbell,bluecollarbarbell2015@gmail.com,miami,,(606) 402-0230,,
Pilates on the Beach,info@pilatesonthebeach.net,miami,www.pilatesonthebeach.com/,(305) 538-5300,,
Universal Elite,fitbackgym@gmail.com,miami,universalelitefitness.com,(786) 223-5165,,
All Time Fit,atf.fitness@gmail.com,miami,www.alltimefit.net,(786) 514-9940,,
Burns Elite Performance Training,lance@burnselitetraining.com,miami,burnselitetraining.com,(786) 832-9774,,
Cabeda Soccer Academy,info@cabedasocceracademy.com,miami,cabedasocceracademy.com,(305) 613-0758,,
Herbalife Miami,herbaclub100@gmail.com,miami,www.goherbalife.com/franks/en-us,(786) 378-3949,,
HIPERFIT,jordan@hiperfit.com,miami,www.hiperfitmiamibeach.com,(305) 674-9899,,
Personal Training by Jonathan Woods,info@jonathanpwoods.com,miami,jonathanpwoods.com,(305) 396-1139,,
SURFMiamiBeach.com,info@surfmiamibeach.com,miami,www.SURFMiamiBeach.com,(786) 577-8737,,
Sarah Kolak - Personal Trainer,sarahkolak.pt@gmail.com,miami,www.sarahkolakpt.com,422015123,,
Supreme Fitness Academy,supremefitnessacademy@gmail.com,miami,www.SupremeFitnessAcademy.com,(786) 616-3631,,
Peak Physique & Performance - Personal Training Miami,info@ppptraining.com,miami,www.ppptraining.com,(305) 674-8435,,
Angelica Casanas,angelicacasanas@yahoo.com,miami,www.004connec.com,(786) 505-5344,,
Simply Fit,jayme@simpy-fit.me or robp@simply-fit.me,miami,www.simply-fit.me,(786) 871-7214,,
Gp3 Strength: Miami Personal Training,gp3strength@gmail.com,miami,gp3.fitletes.com,(786) 671-8384,,
Sculpturefitness,sculpturefitness@gmail.com,miami,www.sculpturefit.com/,(786) 759-1401,,
EazzyFit Miami,eazzyfit@gmail.com,miami,www.eazzyfit.com,(305) 697-7543,,
Aerobeach,fitness@aerobeach.com,miami,www.aerobeach.com,(305) 672-3339,,
